Medical Code,Procedure Name,Cost
36980,,260.08
41603,,457.69
9333W,,3031.85
72289,,288.3
5160W,,413.51
9351W,,222.56
6941M,,461.54
29068,,236.84
42682,,363.52
4529B,,2170.55
7738B,,443.28
49802,,68.56
48180,,497.26
13206,,497.84
2387A,,59.34
74964,,107.45
4172M,,181.35
17181,,3339.67
3761B,,230.1
84018,,6589.13
3029K,,335.63
1066I,,4723.47
11170,,164.86
2598C,,9151.28
6650T,,3992.41
96946,,240.23
4853S,,174.04
67863,,409.91
9184G,,487.7
6624E,,484.41
61825,,286.77
84394,,498.12
36268,,143.71
76374,,269.81
28569,,149.92
73212,,469.24
6120X,,155.42
2572J,,372.36
1338A,,8822.26
3588H,,6713.45
22384,,6693.33
6227X,,346.13
93355,,275.04
22367,,191.64
5019V,,217.4
58939,,1763.42
38172,,267.64
1315G,,430.02
2831W,,388.59
70973,,285.68
62262,,275.3
7494I,,337.69
19990,,462.15
4456L,,281.46
2626E,,276.03
2971V,,318.42
37112,,227.41
2042Y,,270.39
8167P,,9829.23
5108Y,,240.5
3871K,,2844.2
59438,,287.34
41447,,2819.67
7137R,,371.8
4688F,,472.3
74636,,202.59
4035M,,157.73
5182G,,77.89
1857D,,394.5
9960B,,148.04
2490B,,179.75
27807,,6993.89
27932,,243.57
9558T,,480.85
69170,,327.15
5705A,,3347.13
8151O,,7334.58
9473I,,442.56
9753T,,341.94
27165,,272.4
76618,,2906.82
2801K,,405.03
8481Q,,246.85
8605H,,5967.24
8216E,,56.33
21109,,223.87
5329C,,315.09
99463,,461.19
88865,,286.02
5277D,,155.77
7512X,,110.84
2343H,,173.93
7872L,,247.29
9206W,,325.21
22164,,426.18
19462,,358.84
5787B,,221.17
3346U,,396.87
2868T,,2273.8
4487O,,216.6
18437,,103.89
32623,,202.34
90966,,7686.41
24853,,89.42
36523,,476.93
66920,,462.49
4080T,,287.39
2704Y,,332.32
58084,,6447.34
44335,,9658.28
7501P,,299.07
87640,,188.33
55916,,2033.44
3325H,,438.03
92890,,261.89
7805K,,9932.84
6462D,,321.05
22839,,5133.39
69761,,377.54
9642O,,137.13
8520P,,230.19
6477F,,6974.43
53466,,102.64
31010,,1262.96
1736T,,1981.93
91888,,402.09
8256J,,412.43
8646O,,135.12
4653H,,67.72
68298,,377.56
9883L,,73.93
8492O,,307.52
31997,,477.27
86466,,367.45
2760G,,447.38
6175B,,8083.81
77005,,228.52
68282,,3283.95
26566,,173.78
5833D,,428.01
9316O,,256.92
49789,,371.13
74695,,400.42
11375,,263.04
51520,,247.63
9735Q,,242.64
9500O,,61.75
3116U,,289.17
7343F,,143.12
51423,,84.86
14791,,7652.1
58793,,80.56
7779G,,6903.35
39741,,318.07
7358L,,3795.28
5662W,,79.55
4797F,,415.89
26177,,271.37
9697B,,64.49
8359A,,434.61
53387,,257.4
93722,,96.74
8755A,,4492.45
2124D,,131.66
4486Q,,1870.7
4012H,,7833.26
3453T,,7845.66
9052K,,297.95
14561,,870.14
5813N,,307.22
9135C,,3921.94
55982,,690.32
5436K,,57.43
8441V,,386.62
51210,,6361.63
33756,,215.93
96514,,413.82
36296,,291.18
12678,,153.82
59160,,3283.1
93507,,105.51
1628X,,82.89
63829,,103.3
59577,,246.81
69422,,441.97
6092S,,122.16
5070E,,157.84
2636L,,467.89
3619U,,221.03
33042,,1034.39
6759V,,180.6
95280,,404.85
8737G,,110.3
7946U,,125.88
7806T,,71.3
1599Y,,339.77
2342O,,113.81
30079,,491.78
12256,,69.44
8915Q,,7400.02
6618L,,317.1
87016,,202.5
61676,,424.81
7125P,,389.82
97348,,145.16
78133,,292.1
6294V,,383.27
2866D,,76.08
72420,,304.82
4784X,,237.56
4007A,,304.03
61182,,290.04
73545,,329.33
6156X,,93.89
72343,,76.28
50630,,383.7
38563,,439.81
87627,,496.88
7926K,,244.5
75997,,466.99
2726T,,258.55
2301W,,50.69
98255,,489.23
6533J,,402.01
5421X,,2792.97
8545A,,250.86
8938U,,290.39
46674,,165.32
9700L,,211.03
9303C,,208.32
70548,,1113.09
30201,,318.48
78170,,152.91
8730Y,,279.46
9464W,,278.54
43364,,332.94
53788,,3434.02
3790N,,214.27
5301Q,,254.24
76274,,214.83
3926B,,3305.51
66831,,108.77
3013U,,2704.38
9395B,,468.95
3966U,,65.92
5570I,,462.26
87368,,295.17
9676D,,4723.42
1261R,,463.01
5382H,,273.78
7451K,,288.31
20008,,425.26
4590B,,236.3
17502,,464.59
2099B,,113.21
3721J,,263.39
6582V,,5086.92
51044,,134.21
96267,,691.12
9285L,,457.31
1326A,,455.76
42349,,368.26
5289D,,1519.91
91793,,2428.08
34866,,171.73
4537I,,159.61
84880,,460.22
7674Q,,385.4
79066,,272.5
99309,,149.22
9272G,,6200.25
1026T,,388.55
3802D,,391.37
6604Q,,1563.49
34569,,451.38
9871U,,145.98
3921X,,54.24
52235,,97.37
8419X,,116.8
36134,,438.9
28318,,413.29
7994W,,320.85
7779E,,416.23
4687G,,392.33
5584A,,190.18
7927S,,4786.7
7196O,,494.41
1545M,,9215.26
2741C,,362.65
4077A,,6036.93
54266,,143.6
31316,,83.04
42404,,324.98
81672,,323.88
9507X,,8478.25
87480,,5700.27
2198E,,354.07
87992,,4896.93
65633,,347.65
8188C,,180.65
9009W,,61.84
8975R,,533.1
7286F,,435.92
7611N,,117.89
41638,,457.9
2941D,,449.05
32837,,391.42
2042J,,8706.29
3020Y,,365.38
3144H,,67.52
9570B,,163.81
4521B,,259.35
28364,,384.88
7678E,,281.56
2370K,,69.4
6164R,,128.54
71178,,6467.55
11871,,82.13
96992,,4946.92
6786Y,,316.96
74887,,3003.96
90973,,252.86
78977,,8961.72
7342W,,369.57
7472R,,7381.19
69384,,427.56
3357R,,485.6
88977,,256.1
4535E,,2781.36
9170N,,9012.97
70992,,9937.25
94466,,490.8
58324,,4271.94
2950P,,464.07
88462,,3716.02
18372,,309.54
6822T,,302.66
3979O,,1111.49
2511O,,4888.3
3218J,,391.91
6300O,,93.94
70718,,267.53
7865N,,426.46
59389,,5686.89
17433,,282.14
73252,,276.83
6976J,,486.13
82208,,216.78
8653P,,389.01
8500P,,143.14
5413B,,6130.61
2341A,,170.74
12473,,307.9
64541,,404.17
2795A,,57.81
8886P,,57.06
1568T,,4426.52
9921X,,393.64
33316,,2576.62
9585T,,259.03
3809Z,,479.74
29564,,7844.94
58194,,1242.74
9099R,,2769.78
51137,,389.97
85279,,241.32
9418T,,458.94
5222I,,90.96
62981,,325.43
72536,,415.79
63207,,3193.98
72394,,9027.95
24645,,215.68
2978K,,65.87
7366O,,286.41
33374,,5015.18
7930Z,,179.42
12372,,273.39
87611,,1282.1
32176,,350.77
3557X,,4481.06
4116X,,53.71
3737I,,393.82
95911,,330.29
9152I,,9249.11
11426,,439.39
38498,,68.69
9980T,,480.81
93747,,230.43
52761,,366.61
4231I,,3158.74
7274A,,5964.15
70213,,320.57
73900,,78.91
2482I,,472.61
6472G,,319.48
3157R,,284.88
3760F,,263.45
4600L,,493.22
5373D,,4012
38046,,464.66
60667,,7554.23
3509W,,404.06
93679,,7916.8
81754,,203.28
50361,,441.37
5047O,,132.92
9744C,,244.66
91987,,342.71
97784,,274.3
3277X,,253.06
1850M,,216.92
5467J,,312.38
79038,,164.22
3015L,,412.28
2355I,,122.56
7609M,,400.72
7789G,,7332.66
6739U,,476.85
78127,,2767.6
5526C,,1637.97
48912,,4126.89
58553,,4610.68
20069,,56.07
8249V,,119.31
9842A,,62.48
1643Y,,306.31
16421,,237.46
4384K,,109.35
34387,,273.91
6920L,,409.23
26704,,365.09
3828W,,145.37
95768,,348.22
8413X,,375.37
3420I,,2239.01
8383E,,8786.41
7917A,,467.81
34764,,382.15
4394X,,2285.95
5386W,,287.76
75455,,148.62
9589K,,440.96
87128,,353.36
27187,,226.87
2131R,,267.98
31130,,388.86
26408,,438.08
77402,,326.84
8246J,,65.53
59686,,243.73
54750,,498.01
5996W,,6149.05
3615N,,101.65
32575,,277.18
9977A,,176.37
2687G,,2891
84570,,387.43
9403M,,380.15
9182O,,310.4
20451,,267.27
54894,,295.74
9215J,,1105.27
20520,,332.99
8980D,,258.83
6540J,,6003.41
5683H,,5882.74
33272,,272.04
5019E,,350.39
16412,,463.74
2595V,,306.52
1073U,,4516.46
6614R,,57.59
3835C,,411.28
8773T,,198.09
50346,,399.04
53085,,149.92
48945,,399.93
44223,,71.21
90012,,262.41
4747U,,123.12
7158X,,395.51
90782,,457
8177D,,171.69
3585I,,484.68
79193,,170.74
2869K,,482.27
9212G,,481.72
8184W,,3985.79
13957,,470.39
9931B,,366.74
9447T,,400.85
6550H,,384.41
6360Q,,344.36
40811,,436.54
5144Q,,410.28
2741F,,6890.77
44667,,5396.69
6632R,,279.06
66924,,168.48
15076,,4008.4
1353E,,280.16
43608,,50.55
7589N,,7811.98
51342,,328.22
59017,,86.55
1451C,,281.79
22363,,148.64
35897,,2703.21
6179U,,136.31
16878,,200.2
1418S,,4727.05
6302A,,478.19
31678,,3841.79
2480E,,294.34
96668,,8149.12
48392,,4198.03
5236X,,370.49
1039M,,496.38
77004,,1135.04
47163,,7520.82
90980,,269.58
8791Y,,208.33
7439B,,495.46
6049G,,429.51
9842B,,8999.99
69151,,276.28
5163I,,413.53
5713Q,,119.73
13347,,311.43
31759,,6024.92
42193,,7278.73
54357,,63.9
7484E,,196.84
3694D,,8023.34
9563W,,97.03
9983H,,342.83
8211V,,320.25
98159,,373.97
81384,,434.37
6401O,,334.43
3864A,,8532.35
4040T,,410.2
5585I,,133.38
92421,,130.85
23668,,490.46
3279V,,7738.25
50758,,7744.85
7424A,,363.7
2245N,,264.22
3007N,,1880.8
74150,,426.07
67170,,234.03
4884V,,269.73
11585,,3477.53
2897H,,145.39
9841T,,204.58
2878C,,271.26
92315,,313.22
9211Q,,61.74
97492,,146.4
67759,,67.73
97290,,6330.27
4482S,,438.71
4602I,,76.71
9522F,,160.43
8434I,,4314.15
2795T,,6409.52
47679,,228.02
9489H,,388.12
1578N,,3054.4
37527,,241.78
67523,,7976.97
9542Z,,129.57
3237E,,267.81
8300U,,100.75
2473G,,402.39
6603T,,319.29
11725,,228.82
18526,,458.5
37910,,471.27
2631P,,111.41
7471O,,141.18
5269A,,212.69
1087O,,6063.12
15880,,292.22
2253M,,9600.4
88149,,4736.39
6488I,,80.07
48257,,366.27
82003,,230.9
7915W,,277.64
7578H,,376.74
8566Y,,4288.74
2281L,,202.89
5140T,,422.96
7373R,,83.86
2818V,,126.17
62013,,4395.34
6040J,,1842.54
2920L,,2223.57
9065V,,228.61
4068Q,,296.86
2808C,,174.82
59949,,292.89
85219,,441.24
6479W,,399.14
93231,,3687.48
2964E,,218.48
7431J,,337.74
1131Z,,403.71
29356,,7552.03
9361D,,6015.51
3335U,,2498.49
8900I,,328.11
19221,,348.26
94812,,255.84
2161I,,401.84
88125,,381.85
56260,,9514.71
2733Z,,75.82
8419G,,108.16
3476N,,332.72
55888,,127.36
84070,,385.66
4960G,,377.58
43188,,106.76
4469O,,265.99
4965P,,451.6
3961U,,121.88
21232,,114.66
3069Z,,7365.58
9444U,,4387.93
6760O,,7901.64
6030A,,244.39
47743,,282.5
66084,,415.75
22838,,64.94
7453S,,73.85
70184,,100.74
3476E,,97.74
61700,,243.96
16059,,2598.99
42956,,405.23
4480C,,182.82
1279D,,81.6
86329,,304.8
8531C,,380.21
43358,,109.34
53012,,184.32
8144B,,466.37
12758,,5880.43
96809,,299.85
1869Z,,3251.91
6354T,,1506.52
8825Z,,493.75
4065M,,105.1
84921,,170.03
33914,,330.58
5133T,,5692.02
92781,,114.12
60785,,6177.62
8580H,,274.81
2728M,,236.34
69320,,86.29
9684U,,7078.99
4050H,,311.26
35878,,297.6
7370B,,182.15
96333,,338.89
47863,,4618.95
5615I,,95.33
8864M,,146.13
3568O,,347.94
61431,,94.66
4203Q,,275.44
63870,,462.73
91250,,406.24
50692,,123.66
49350,,4736.08
74928,,1863.36
7713K,,9194.49
81264,,9100.11
24829,,494.76
26840,,412.73
84776,,256.3
7604L,,959.38
66786,,323.03
99237,,102.33
52088,,51.12
62477,,3321.52
65105,,298.62
46588,,476.11
9072F,,487.9
7882X,,289.35
9519U,,8504.08
39225,,7099.88
86695,,257.74
5959L,,228.12
82395,,3555.36
5789R,,352.5
68051,,330.83
2768P,,358.33
1631R,,170.47
9750R,,269.56
74188,,124.27
44832,,172.69
2693F,,5189.92
52100,,2066.24
3227G,,553.28
63344,,405.72
40834,,910.01
86933,,128.69
55006,,367.73
4316L,,200.45
94484,,436.71
4059S,,138.94
44300,,231.7
64170,,349.4
7431K,,327.42
4874T,,172.79
95251,,70.98
44774,,9610.42
9697V,,388.39
5786G,,464.3
70468,,395.71
58421,,445.34
24145,,5698.58
50145,,131.32
5806V,,232.41
51097,,135.3
6215U,,387.97
56296,,432.39
5033D,,416.97
56800,,291.36
79147,,7945.58
83931,,408.31
8432O,,57.59
3355W,,6486.34
2808L,,2390.42
1192X,,83.74
46171,,110.71
32711,,2575.97
80960,,300.19
55817,,7071.55
5763S,,293.98
51082,,451.16
8969P,,58.12
92954,,5539.8
6629F,,74.52
30482,,8125.7
8117G,,2389.25
56358,,567.74
4930G,,3670.12
5548P,,3247.92
46630,,403.08
9209R,,108.49
15011,,935.42
5756Z,,158.94
95385,,325.12
71573,,302.25
72687,,312.11
55601,,376.61
91981,,153.12
7236V,,5057.36
55711,,281.5
2852Q,,229.98
9804C,,3062.81
81249,,240.67
54453,,425.71
6433Y,,207.13
56896,,6444.59
7501T,,86.26
54575,,6510.63
2954I,,120.38
57465,,456.84
1695R,,108.5
19559,,223.69
10401,,262.18
24235,,111.34
3665F,,111.4
33187,,114.8
68104,,360.19
17873,,3555.1
39559,,232.3
7974I,,6647.92
43095,,143.37
9949B,,5099.19
4215U,,51.33
66739,,218.85
8992F,,172.04
1492Y,,2380.97
92027,,241.75
83369,,122.85
8668B,,184.15
57767,,206.82
9536R,,414.12
5387V,,304.28
64477,,284.64
33539,,252.36
12552,,169.49
3197U,,342.33
3773N,,186.85
5533I,,401.68
39507,,96.21
96237,,483.18
7166M,,3358.14
50509,,324.6
9973I,,6482.07
2317W,,450.47
7002S,,336.06
5211F,,62.08
7223J,,305.45
6476S,,395.23
8144R,,1963.42
84345,,6329.82
28865,,207.18
3495G,,488.67
14697,,65.43
4137N,,404.12
8066S,,258.5
45546,,362.5
9615O,,6880.12
77468,,170.16
3514Z,,266.15
7865Y,,368.51
9914W,,5484.95
6333S,,393.03
1955O,,1431.07
99702,,260.88
24591,,394.68
3924A,,185.45
47508,,322.01
6604R,,434.18
32974,,5521.9
9637Y,,891.77
46838,,9525.57
17347,,441.5
88417,,292.82
9143O,,390.72
5508E,,6946.81
5388N,,284.26
83388,,106.08
62011,,1630.04
29706,,451.77
8607V,,9209.86
91225,,502.1
4667O,,408.79
61538,,5952.49
4417Z,,412.07
23237,,138.41
22740,,262.52
20345,,296.29
2212T,,140.69
6045H,,464.83
90795,,333
5488Y,,1004.27
69791,,95.82
39033,,172.44
2920G,,367.21
24439,,8696.72
42184,,211.13
92402,,340.59
5962B,,473.81
6399D,,2440.29
8303U,,9170.12
64486,,127.45
8504V,,6174.12
2702R,,371.84
4957Q,,61.46
2085D,,92.99
51805,,165.1
80319,,333.57
88294,,74.2
99519,,6818.1
28348,,109.09
37305,,2219.69
4991W,,104.96
43365,,474.24
5335J,,227.75
63923,,4331.81
63090,,409.88
44484,,981.51
6239R,,431.68
70151,,445.92
3195F,,214.05
4603N,,7133.87
79982,,244.41
9738R,,7600.22
3261H,,375.58
98430,,442.11
23134,,477.78
60989,,446.44
25756,,116.92
6897G,,9709.58
7480Y,,140.43
9564C,,86.99
3667H,,2285.26
9126F,,125.68
7652I,,352.81
6088W,,483.97
1079Y,,414.43
4400O,,474.12
9530P,,386.53
80334,,480.26
1417J,,680.36
29231,,353.48
9680K,,289.37
58825,,218.58
4020S,,3840.58
61292,,422.01
8077L,,5457.02
48768,,150.49
3291U,,298.51
93768,,219.53
5025C,,122.11
4286O,,317.27
41913,,3606.62
68570,,5054.48
21675,,6553.19
22564,,152.28
3965B,,7561.85
2137K,,476.62
98395,,6890.32
7049Z,,474.97
79487,,382.13
73164,,2923.74
2551C,,481.43
32921,,272.58
5155S,,484.08
45964,,7323.25
3349Q,,340.95
6225B,,664.28
38626,,60.91
22390,,3425.86
6315S,,480.03
82764,,412.96
34825,,229.96
9703M,,5206.79
2501D,,8845.03
10305,,96.43
3529H,,6914.88
85529,,299.62
86969,,287.21
4708J,,193.13
5371N,,217.35
60856,,9902.93
81601,,293.72
40005,,9627.11
86471,,1382.87
2767X,,114.74
1286R,,475.11
1880N,,309.41
5436E,,9012.82
9973B,,331.12
6879Q,,156.34
2538G,,132.59
25581,,155.73
2297P,,428.35
4316M,,484.2
83977,,59.87
98852,,1923.79
2842E,,483.62
42606,,330.59
5316F,,303.91
37647,,2337.33
86300,,442.75
3440D,,4036.35
1700Q,,163.67
78362,,264.14
1427B,,386.49
17979,,334.16
6476Z,,285.01
28559,,4542.61
43679,,378.86
39921,,142.67
6064O,,6313.26
71753,,4131.12
5987V,,3564.26
3095N,,200.43
11098,,867.69
89093,,85
9151I,,295.09
79064,,142.3
3735R,,289.27
97438,,3722.13
8938E,,3119.05
5992E,,191.66
77072,,216.22
78907,,159.48
8761C,,253.13
27887,,159.61
77595,,258.29
8387R,,4255.48
9575M,,333.4
64347,,2008.7
5500P,,396.34
67787,,464.64
9820G,,456.15
6591Z,,433.69
67140,,182.08
82681,,57.73
17285,,249.19
41188,,439.11
84666,,423.18
9449I,,375.28
31274,,5349.8
5652J,,134.24
8691K,,8809.76
9773C,,486.38
21569,,267.57
36111,,9785.36
4110O,,219.42
9418B,,1054.04
5017X,,147.19
60341,,125.37
35028,,192.55
6508P,,216.11
73193,,322.11
5960C,,429.69
44256,,336.34
7808T,,8496.91
36779,,332.92
68723,,466.23
75555,,6212.29
11958,,239.94
64649,,361.12
5111I,,404.43
58103,,9706.54
7640V,,7807.97
8819A,,263.89
2651U,,468.23
50250,,175.5
26855,,6806.01
7425K,,384.79
7067C,,8359.23
15963,,1918.9
41909,,2521.59
1777X,,129.87
5096O,,8707.21
1039X,,383.44
9784C,,9579.01
7228Y,,1853.43
98598,,1787.44
9545E,,397.7
3086F,,62.58
1150H,,476.35
6868C,,96.65
9185J,,68.58
43981,,1041.01
3594T,,113.44
73530,,399.99
8424Z,,3631.12
75209,,214.47
6084Q,,292.47
7030F,,458.63
57338,,186.98
3120P,,9602.09
3403A,,326.79
9552K,,4445.63
9351I,,356.21
46964,,480.98
19574,,5343.7
48911,,66.4
6422N,,4557.84
24297,,219.52
1181W,,372.75
39438,,144.33
11216,,5615.16
3300N,,171.79
27298,,344.03
5845Z,,102.75
6549A,,352.01
9228U,,491.14
2892Q,,437.48
8916N,,218.5
3603O,,205.99
9068B,,396.77
64697,,9238.18
4159M,,7830.54
3614F,,1666.9
31003,,404.09
8161U,,414.7
12922,,243.25
87508,,3482.02
9349S,,95.07
7925Q,,418.98
17200,,133.09
4791U,,402.99
3350Z,,215.91
4917H,,203.88
8615V,,350.71
4135C,,237.76
8960K,,402.68
56010,,3675.7
8659L,,388.05
35556,,9987.66
7936O,,242.01
4929B,,290.3
95358,,292.87
1629L,,454.52
1145N,,224.25
22349,,5452.7
99301,,134.24
7274D,,5756.12
87987,,233.26
25871,,8163.28
5085V,,301.86
64320,,694.27
36584,,629.41
62526,,346.09
2880Q,,3720.83
4593S,,319.04
5743N,,401.72
73831,,84.79
65685,,206.12
23860,,3000.53
23985,,487.29
3636M,,121.6
28241,,900.01
3918W,,105.75
9946H,,7029.37
7032P,,8404.35
35186,,221.14
25068,,196.26
9427N,,131.46
6859P,,452.49
1347F,,154.78
65699,,6510.79
69053,,493.29
8822V,,192.53
2798U,,234.73
3865O,,444.82
9717F,,298.34
4806T,,147.1
8208B,,399.63
40970,,338.64
33883,,390.44
5255J,,271.97
79414,,282.13
7509T,,59.61
13280,,576
3429I,,143.25
5727T,,106.95
2798A,,6188.6
2430S,,282.66
77028,,443.14
8274B,,175.5
72263,,253.6
8869P,,380.26
3300G,,473.21
2410U,,200.39
83908,,370.27
87186,,237.89
9192F,,161.7
71297,,2958.38
11442,,9560.01
30725,,301.97
95142,,4982.97
7983T,,200.96
1637B,,465.47
94086,,299.08
5998U,,338.43
88675,,7384.15
72920,,2423
64563,,308.92
7632R,,117.38
4688P,,388.16
4755V,,301.17
18065,,341.88
3976W,,293.46
94471,,307.97
43933,,462.09
81896,,457.9
6082B,,268.98
5407N,,57.73
8469I,,2935.07
91106,,138.88
60717,,207.59
16220,,351.18
6611O,,337.04
41556,,367.15
8008U,,117.18
3812Y,,105.56
97971,,167.12
9722F,,4344.8
9305S,,52.98
16090,,479.64
3748D,,1552.58
2282X,,488.47
36824,,2026.93
99741,,452.27
8393Z,,218.66
2928A,,7692.45
5771D,,329.3
7915O,,228.58
5245I,,336.86
8627I,,260.1
6500R,,466.24
37471,,396.99
8647Z,,475.65
5611P,,471.51
88393,,470.87
63790,,410.05
3978Y,,194.65
80640,,7464.34
91712,,384
2684F,,356.17
4461F,,173.59
2277Z,,8473.38
6860X,,463.98
4790P,,8614.49
75577,,459.59
2072D,,412.19
9850G,,234.88
48223,,255.77
5231C,,433.7
96082,,114.89
14856,,151.29
66937,,400.5
54793,,112.52
23949,,357.35
53581,,81.14
5891B,,321.75
82110,,304.42
6159J,,7593.08
6554E,,433.43
2010X,,208.1
44886,,282.49
16606,,450.35
60542,,492.38
9353V,,405.57
77527,,239.91
4016M,,196.44
22448,,358.15
2267P,,64.18
58122,,7871.58
5993O,,432.23
15513,,391.29
85334,,348.03
10637,,1642.97
82252,,448.18
2719A,,4202.08
5994V,,492.13
8187V,,493.65
76305,,560.7
18100,,237.92
62339,,85.01
8448O,,9314.39
75138,,192.53
12853,,404.7
2621V,,109.92
4613N,,388.91
85993,,481.4
11786,,1889.25
4738R,,247.71
5129I,,327.58
2148T,,435.71
3710Q,,158.43
6358E,,446.26
68849,,5376.91
81328,,467.54
58914,,235.22
29957,,349.46
1252H,,374.91
9431W,,111.8
73571,,476.83
40525,,438.38
39456,,254.06
77729,,424.81
1227M,,396.27
48563,,313.55
8901D,,181.82
8510F,,118.06
4179U,,387.04
45223,,406.6
8462H,,62.02
3984W,,266.79
80260,,63.38
68256,,69.07
6142F,,249.02
71903,,83.08
1638A,,128.19
65678,,150.91
22403,,3775.7
3919E,,6916.79
57131,,394.61
29914,,8860.47
8366Z,,240.99
95639,,447.51
1771C,,281.88
3754N,,151.4
4431P,,457.02
7682G,,244.74
4779M,,176.34
30362,,445.2
5182N,,8610.06
6129Z,,3492.65
64875,,374.04
58592,,8497.5
55704,,189.13
83851,,182.06
81415,,477.5
79715,,336.4
1922N,,178.85
30025,,176.56
4554P,,167.65
7540C,,4114.89
40770,,298.19
2660G,,225.79
1242S,,332.71
40650,,4997.16
47832,,5196.22
4310B,,286.83
4470M,,405.16
9088U,,243.92
16764,,287.21
3800P,,489.72
7822N,,482.42
86870,,95.71
87060,,399.19
6702V,,327.5
9940U,,8780.5
4565H,,300.36
34505,,106.35
9258N,,5252.71
6966G,,5062.42
6578Y,,106.11
80208,,361.89
9017D,,221.53
62323,,419.89
74054,,412.57
54595,,366.72
4497T,,151.18
70511,,1809.68
8035L,,484.56
9006O,,343.74
1020C,,411.68
37947,,108.63
29571,,3871.46
6601E,,475.96
44768,,370.89
76934,,279.27
98581,,473.42
30209,,269.61
29428,,5438.46
30561,,391.55
86783,,1080.69
26876,,2297.77
9117P,,352.52
1401C,,110.79
6916F,,6438.7
65796,,180.15
87374,,357.79
9944E,,428.01
18116,,222.47
3068F,,387.57
92945,,146.31
2101I,,95.99
48531,,405.34
44456,,385.34
79921,,262.85
2543I,,6304.73
37292,,475.28
80645,,423.52
3663N,,340.53
37502,,6597.26
68072,,2157.2
8124C,,2882.4
4476K,,2992.4
89047,,195.17
1653G,,217.03
67193,,412.26
75231,,132.04
24813,,6285.44
56542,,4643.57
20850,,148.21
93983,,279.88
38008,,2087.86
75754,,3451.09
69267,,4371.29
6597Z,,94.23
6417Y,,232.41
3085V,,442.17
7332X,,58.04
86713,,4411.29
6159M,,122.25
40140,,783.18
87767,,141.6
5334C,,477.12
71253,,427.15
99252,,2474.67
62777,,59.39
2642L,,354.07
5968N,,114.51
14972,,396.49
6679E,,475.17
72485,,192.32
1538U,,1344.75
7377L,,5156.68
36099,,81.78
9877M,,386.47
2593L,,360.1
96675,,80.42
8163L,,106.9
69440,,442.01
4860E,,395.01
8583J,,6639.48
6880E,,243.46
90917,,476.45
8157V,,321.25
94455,,271.72
21682,,376.59
8534E,,175.13
2638O,,485.14
7598W,,317.44
11601,,2030.8
29115,,449.74
59659,,487.4
69132,,373.93
3978M,,6691.04
53261,,77.99
27044,,3169.47
34028,,231.01
32903,,217.65
8283K,,492.23
57745,,7262.13
98433,,251.41
5222Y,,356.75
99826,,485.34
7213J,,490.75
1027O,,212.06
6423Y,,3761.02
9671X,,451.74
2710D,,72.28
51852,,57.42
4567O,,491.24
9456T,,482.12
5942S,,237.86
88661,,8476.01
48463,,443.44
77211,,431.65
2491M,,169.2
48176,,310.91
44377,,172.21
26165,,399.49
20476,,1734.54
9968O,,284.55
57831,,135.79
30478,,454
38796,,212.46
9753D,,482.95
59130,,108.27
45357,,99.51
4356J,,6622.84
3526G,,5173.19
14381,,383.15
2070W,,321.99
76266,,259.36
74985,,101.84
9964P,,120.31
48992,,92.28
21699,,350.99
7021P,,224.56
4176B,,224.75
7594H,,9468.03
91756,,138.19
70930,,6747.83
11942,,147.43
90995,,9188.75
56916,,204.63
22605,,8132.91
3149R,,5230.3
5432S,,203.7
39752,,457.27
34456,,4890.47
15700,,129.96
8708Q,,212.66
98170,,64.01
7737U,,192.02
2558W,,367.49
13170,,4600.44
8851F,,7186.94
68877,,134.41
9356U,,173.34
6108W,,125.08
86385,,1114.65
9771J,,5664
44985,,7437.32
5849K,,6750.07
92998,,9004.34
3487U,,89.4
2442R,,455.22
10074,,243.34
8349B,,259.49
81847,,348.21
6580R,,291.98
9165M,,263.76
23489,,123.97
7023V,,56.92
3838Z,,202.6
9898N,,152.84
82780,,431.25
19399,,348.62
2295A,,303.39
1006T,,490.93
9073K,,315.61
89607,,385.72
70769,,221.16
2959Q,,364.43
62295,,322.9
8403M,,4035.74
20000,,2668.86
82627,,160.42
17221,,211.61
7996Z,,329.9
38816,,295.81
97875,,127.8
1931F,,303.45
82160,,5196.84
3429E,,495.75
4047U,,190.34
2104K,,195.28
8742X,,9519.51
8146X,,232.31
4421Y,,445.26
7826W,,1023.3
4743Y,,197.55
36896,,426.94
40755,,496.32
98837,,330.82
2850O,,8139.64
9254E,,1364.35
77378,,8830
58944,,2445.7
83866,,84.94
63705,,1207.58
40566,,139.19
9989R,,8195.26
9625K,,464.07
5376C,,221.32
53124,,310.57
1166L,,114.57
62133,,9851.6
9101E,,5626.62
26412,,4911.53
56028,,157.33
5207Q,,2241.54
1168C,,131.91
8429B,,419.91
7693E,,615.88
6557I,,122.52
7563O,,389.1
12539,,296.05
2137L,,7878.44
82104,,1118.81
17432,,283.11
97804,,300.97
81023,,8682.6
94126,,4427.35
96351,,344.52
6126F,,6402.94
9407Z,,217.43
70147,,5261.97
2262F,,119.87
2387O,,6209.88
2612N,,4866.75
9838A,,457.89
4522N,,112.63
8418B,,162.89
50761,,402.17
14979,,233.44
2148P,,383.58
1262N,,244.55
6062H,,435.33
4445G,,277.75
33167,,265.55
6109A,,426.49
4289J,,413.72
4703C,,9308.71
31296,,77.76
49699,,139.7
4401S,,795.18
45372,,2221.35
6300U,,271.64
59752,,349.36
64952,,272.84
27085,,257.57
62649,,488.51
